Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,Borough,time_identifier
Person search,2022-09-02 15:12:00,False,,51.445777,-0.329167,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Richmond upon Thames,Autumn term
Person search,2022-09-02 15:16:00,False,,51.62901,-0.068235,Male,10-17,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Enfield,Autumn term
Person search,2022-09-02 15:16:00,False,,,,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Unknown,Autumn term
Person search,2022-09-02 15:33:00,False,,,,Male,10-17,Asian/Asian British - Indian,Asian,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,,Unknown,Autumn term
Person search,2022-09-02 15:35:00,False,,51.533725,0.030289,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,,,Newham,Autumn term
Person search,2022-09-02 15:35:00,False,,51.522069,-0.038817,Male,10-17,Asian/Asian British - Bangladeshi,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Tower Hamlets,Autumn term
Person search,2022-09-02 15:40:00,False,,51.479522,-0.130061,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lambeth,Autumn term
Person search,2022-09-02 15:43:00,False,,51.607243,-0.004459,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Waltham Forest,Autumn term
Person search,2022-09-02 15:44:00,False,,51.523634,-0.075769,Male,10-17,Other ethnic group - Not stated,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Tower Hamlets,Autumn term
Person search,2022-09-02 15:44:00,False,,51.523634,-0.075769,Male,10-17,Other ethnic group - Not stated,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Tower Hamlets,Autumn term
Person search,2022-09-02 15:45:00,False,,51.533725,0.030289,Male,10-17,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Newham,Autumn term
Person search,2022-09-02 15:50:00,False,,51.534998,-0.070127,Male,10-17,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,,,Hackney,Autumn term
Person search,2022-09-02 16:05:00,False,,51.531953,0.031911,Male,10-17,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Newham,Autumn term
Person search,2022-09-02 16:15:00,False,,51.490531,0.067983,Male,10-17,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,Greenwich,Autumn term
Person search,2022-09-02 16:18:00,False,,51.584076,-0.01975,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Waltham Forest,Autumn term
Person search,2022-09-02 16:20:00,False,,51.540267,-0.195551,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Camden,Autumn term
Person search,2022-09-02 16:34:00,False,,51.465286,-0.12942,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,Lambeth,Autumn term
Person search,2022-09-02 16:55:00,False,,51.518622,-0.362854,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Ealing,Autumn term
Person search,2022-09-02 16:56:00,False,,51.493237,0.05527,Female,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,,,Unknown,Autumn term
Person search,2022-09-02 17:00:00,False,,51.527222,-0.055578,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Tower Hamlets,Autumn term
Person search,2022-09-02 17:13:00,False,,51.520463,-0.106345,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,,,Islington,Autumn term
Person search,2022-09-02 17:15:00,False,,51.520463,-0.106345,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,,,Islington,Autumn term
Person search,2022-09-02 17:17:00,False,,,,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Unknown,Autumn term
Person search,2022-09-02 17:25:00,False,,51.595224,0.096906,Male,10-17,Asian/Asian British - Any other Asian background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Redbridge,Autumn term
Person search,2022-09-02 17:30:00,False,,51.476832,-0.047238,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lewisham,Autumn term
Person search,2022-09-02 17:40:00,False,,51.472222,-0.067522,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Southwark,Autumn term
Person search,2022-09-02 17:41:00,False,,51.474419,-0.064924,Male,10-17,Other ethnic group - Any other ethnic group,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Southwark,Autumn term
Person search,2022-09-02 17:46:00,False,,51.587996,-0.165222,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Barnet,Autumn term
Person search,2022-09-02 18:20:00,False,,51.480071,-0.04841,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lewisham,Autumn term
Person search,2022-09-02 18:33:00,False,,51.519378,-0.36421,Male,10-17,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Ealing,Autumn term
Person search,2022-09-02 18:50:00,False,,51.580772,-0.038253,Male,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Waltham Forest,Autumn term
Person search,2022-09-02 19:00:00,False,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Unknown,Autumn term
Person search,2022-09-02 19:20:00,False,,51.578389,0.180957,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Unknown,Autumn term
Person search,2022-09-02 19:21:00,False,,51.481068,-0.201302,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Hammersmith and Fulham,Autumn term
Person search,2022-09-02 19:30:00,False,,51.499847,-0.087216,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Southwark,Autumn term
Person search,2022-09-02 19:30:00,False,,51.528126,-0.051575,Male,10-17,Asian/Asian British - Bangladeshi,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Tower Hamlets,Autumn term
Person search,2022-09-02 19:30:00,False,,51.528126,-0.051575,Male,10-17,Asian/Asian British - Bangladeshi,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Tower Hamlets,Autumn term
Person search,2022-09-02 19:35:00,False,,51.481068,-0.201302,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Hammersmith and Fulham,Autumn term
Person search,2022-09-02 19:35:00,False,,51.499847,-0.087216,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Southwark,Autumn term
Person search,2022-09-02 19:35:00,False,,51.524692,-0.05214,Male,10-17,Other ethnic group - Not stated,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Tower Hamlets,Autumn term
Person search,2022-09-02 19:38:00,False,,51.502044,-0.088508,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Asian,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,Southwark,Autumn term
Person search,2022-09-02 20:00:00,False,,,,Male,10-17,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Unknown,Autumn term
Person search,2022-09-02 20:00:00,False,,51.498565,0.008296,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Greenwich,Autumn term
Person search,2022-09-02 20:00:00,False,,51.574605,0.163181,Male,10-17,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Havering,Autumn term
Person search,2022-09-02 20:00:00,False,,51.498565,0.008296,Male,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Greenwich,Autumn term
Person search,2022-09-02 20:05:00,False,,51.595615,0.170359,Male,10-17,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Havering,Autumn term
Person search,2022-09-02 20:15:00,False,,51.401364,-0.189953,Male,10-17,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Merton,Autumn term
Person search,2022-09-02 20:15:00,False,,51.401364,-0.189953,Male,10-17,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Merton,Autumn term
Person search,2022-09-02 20:30:00,False,,,,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Unknown,Autumn term
Person search,2022-09-02 20:30:00,False,,,,Male,10-17,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Unknown,Autumn term
Person search,2022-09-02 20:46:00,False,,51.473551,-0.1278,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lambeth,Autumn term
Person search,2022-09-02 20:46:00,False,,51.473551,-0.1278,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Lambeth,Autumn term
Person search,2022-09-02 21:18:00,False,,51.536849,-0.248259,Male,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Brent,Autumn term
Person search,2022-09-02 21:18:00,False,,51.530281,0.032875,Male,10-17,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Newham,Autumn term
Person search,2022-09-02 21:20:00,False,,51.481441,-0.073585,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Southwark,Autumn term
Person search,2022-09-02 22:04:00,False,,51.398001,-0.023542,Male,10-17,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,,,Bromley,Autumn term
Person search,2022-09-02 22:05:00,False,,51.414589,-0.029787,Female,10-17,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Bromley,Autumn term
Person search,2022-09-02 22:24:00,False,,51.474221,-0.359173,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,,,Hounslow,Autumn term
Person search,2022-09-02 22:43:00,False,,51.447807,-0.409179,Male,10-17,Mixed/Multiple ethnic groups - White and Black African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,Hounslow,Autumn term
Person search,2022-09-02 22:51:00,False,,51.522859,-0.194437,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,Harrow,Autumn term
Person search,2022-09-02 23:50:00,False,,51.500472,-0.074842,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Southwark,Autumn term
Person search,2022-09-03 01:11:00,False,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,Unknown,Autumn term
